path,transcript,azure
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-D-Chaitu_q2_03-05_English_006.wav,so you need to put zero in every column,So you need to put zero in every color.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-D-Chaitu_q2_04-05_English_005.wav,column two row three,The phone number is 00.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-D-Chaitu_q2_04-05_English_006.wav,column three row four,Column 3.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-D-Chaitu_q2_04-05_English_007.wav,column four row five,Column 4.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-D-Chaitu_q2_04-05_English_009.wav,column six row four,Carla 604.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-D-Chaitu_q2_05-05_English_000.wav,its an another computer telling us the coordinates,Also another computers telling us the coordinates.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Feb23-B-Shelby_02-06_English_121.wav,at the end of the day,At the end of the day.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Feb23-B-Shelby_02-06_English_135.wav,we are not expecting,We're not expect.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Feb23-B-Shelby_03-06_English_027.wav,what did we learn,What do we learn?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Feb23-B-Shelby_03-06_English_037.wav,the print command,Command.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Feb23-B-Shelby_03-06_English_052.wav,it creates,It creates.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Feb23-B-Shelby_03-06_English_135.wav,pressed it,Preston.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Feb23-B-Shelby_03-06_English_152.wav,add numbers,That number.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Feb23-B-Shelby_03-06_English_190.wav,its gonna,It's gone.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Feb23-B-Shelby_03-06_English_191.wav,what is your name,What's your name?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Feb23-B-Shelby_03-06_English_193.wav,the computer,"Well, let's have it."
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Feb23-B-Shelby_03-06_English_249.wav,what do you think,What do you think?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Feb23-B-Shelby_03-06_English_367.wav,for example,For example.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_001.wav,it gives an interface,It gives an interface.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_003.wav,from this,From this
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_015.wav,do you remember,Do you mean?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_019.wav,can you please tell us,Can you please tell?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_020.wav,opening the files from the,Opening the files from the.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_022.wav,and the file inside,And the file in.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_033.wav,whatever you see here,Whatever you see here.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_035.wav,use to go to folder,We used to go to fold.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_038.wav,one two three,Want you?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_039.wav,how do we create a file,How do we create a file?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_041.wav,i dont remember the names,I don't remember the name.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_045.wav,and then session two,And then season 2.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_046.wav,already in session three,Already doesn't.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_050.wav,control plus,Control plus.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_053.wav,and if you do control plus,And if you do control plus.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_058.wav,if x is equal to ten,If X is equal to 10.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_061.wav,ten to x,10 to X.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_062.wav,x is equal to ten,X is equal to 10.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_063.wav,printing x,Printing
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_067.wav,this value,And this value.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_069.wav,what was the question again,What was your question again?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_070.wav,and this value,And this value.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_078.wav,can someone change this,Can someone change the?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_081.wav,so what is happening,So what is happening?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_083.wav,whatever you type here,Whatever you type here.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_087.wav,is over there,It's over.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_093.wav,what is gonna print,What it's going to print?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_094.wav,let us play again,Let us play a game.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_096.wav,so whatever you type here,So whatever you type here.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_097.wav,press enter,Present.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_099.wav,multiplied by two,Want to play with you?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_111.wav,they ask you the number and you put the number,They asked you the number and you put the name.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_113.wav,the opposite,The opposite.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_001.wav,this play button is like,This play button is like.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_003.wav,play something,Play something.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_010.wav,x is five,X is fine.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_013.wav,thats why is five,That's why it is fine.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_024.wav,it just prints it,It just prints it.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_026.wav,and then run,And then run.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_027.wav,so what did it print,So what did it print?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_028.wav,fifteen goals,Fighting gold.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_030.wav,what are those,What are those?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_042.wav,forget it,Forget.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_050.wav,what can you change,What can you change?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_051.wav,anything in this,Anything in this?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_053.wav,if you change,If you change.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_055.wav,let me change this,Let me change.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_057.wav,what is your name,What is your name?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_062.wav,and you put hello,And you pull hello.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_064.wav,what input is,What input is?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_066.wav,to give an input,To give an input.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_070.wav,what is your name,What is your name?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_076.wav,if i want to know your name,If I want to know your name.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_078.wav,whats your name,What's your?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_081.wav,to do that,To do that?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_084.wav,whatever it is here,Whatever it is here.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_086.wav,change this,Change this.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_087.wav,change this input,Change this in.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_089.wav,what is gonna happen,What is going to happen?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_091.wav,computer doesnt know,Computer doesn't know.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_092.wav,green color,Green color.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_093.wav,if you put this,If you put this.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_096.wav,so i wanna change this,So I want to change the.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_097.wav,if i change this what is gonna happen,"If I change this, what is going to?"
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_101.wav,are we going to,Are we going to?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_104.wav,whatever you want to,Whatever you want.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_108.wav,change name to color,Change name to color.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_110.wav,forty five,40
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_114.wav,hello name,Lonely.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_116.wav,what is here,What is here?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_127.wav,you dont have anything,You don't have any.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_129.wav,for the thing you want to ask,For the team you want to ask.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_133.wav,since i typed this,Since I have typed this.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_134.wav,it is not,It is not.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_136.wav,what it is,What it is?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_137.wav,so it doesnt know,So it doesn't.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_139.wav,color is black,The color is black.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_141.wav,what is this,What is this?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_150.wav,i have one question for you,I have one question for.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_151.wav,will this be printed,Will this be printed?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_001.wav,favorite color,Your favorite color.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_004.wav,but will that be printed,But will that be printed?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_007.wav,control plus,Control plus.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_012.wav,to print both of them,To print both of them.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_016.wav,to print,How to print?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_019.wav,what is going to happen,What is going to?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_022.wav,and the color you picked,In the color you pick.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_023.wav,and color blue,And color blue.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_025.wav,mine is blue too,Mine is blue too.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_026.wav,its going to say,It's going to.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_031.wav,hi blue,High blue
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_032.wav,for this i give hi,For this I give him.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_033.wav,and for this i give blue,And for this I gave.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_036.wav,its gonna print the,That's good.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_040.wav,you have given here hi,You have given here hi.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_044.wav,and then run,And then run.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_045.wav,what is gonna be the output,What is going to be the out?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_053.wav,you are multilingual,We are multilingual.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_057.wav,a hundred one,100
